year,age,event,category1,category2,Name,Career/Personal Life
1952,34,"In July 1952, Nelson Mandela was arrested under the Suppression of Communism Act and stood trial as one of the 21 accused—among them Moroka, Sisulu and Yusuf Dadoothe 21 accused—among them Moroka, Sisulu and Yusuf Dadoo —in Johannesburg.",Life,Revolutionary activity,Nelson Mandela,Personal Life
1959,41,"Together they had two children: Zenani, born in February 1959, and Zindziswa (1960–2020).In December 1956, Nelson Mandela was arrested alongside most of the ANC national executive and accused of ""high treason"" against apartheid.",Life,Revolutionary activity,Nelson Mandela,Personal Life
1968,50,"Nelson Mandela's mother visited in 1968, dying shortly after, and Nelson Mandela's firstborn son Thembi died in a car accident the following year; Nelson Mandela was forbidden from attending either funeral.",Life,Imprisonment,Nelson Mandela,Career
1980,62,"Instead, Nelson Mandela devoted Nelson Mandela's spare time to gardening and reading until the authorities permitted Nelson Mandela to resume Nelson Mandela's LLB degree studies in 1980.By the late 1960s",Life,Imprisonment,Nelson Mandela,Career
1979,61,"Nelson Mandela was awarded an honorary doctorate in Lesotho, the Jawaharlal Nehru Award for International Understanding in India in 1979, and the Freedom of the City of Glasgow, Scotland in 1981.",Life,Imprisonment,Nelson Mandela,Career
1982,64,"In April 1982, Nelson Mandela was transferred to Pollsmoor Prison in Tokai, Cape Town, along with senior ANC leaders Walter Sisulu, Andrew Mlangeni, Ahmed Kathrada and Raymond Mhlaba; senior ANC leaders Walter Sisulu, Andrew Mlangeni, Ahmed Kathrada and Raymond Mhlaba believed that senior ANC leaders Walter Sisulu, Andrew Mlangeni, Ahmed Kathrada and Raymond Mhlaba were being isolated to remove senior ANC leaders Walter Sisulu, Andrew Mlangeni, Ahmed Kathrada and Raymond Mhlaba's influence on younger activists at Robben Island.",Life,Imprisonment,Nelson Mandela,Personal Life
1988,70,"Recovering from tuberculosis exacerbated by the damp conditions in Nelson Mandela's cell, Nelson Mandela was moved to Victor Verster Prison, near Paarl, in December 1988.",Life,Imprisonment,Nelson Mandela,Career
1991,73,"At the ANC's July 1991 national conference in Durban, Nelson Mandela admitted that ANC had faults and announced Nelson Mandela's aim to build a ""strong and well-oiled task force"" for securing majority rule.",Life,End of apartheid,Nelson Mandela,Personal Life
1991,73,"At the ANC's July 1991 national conference in Durban, Nelson Mandela was elected ANC President, replacing Tambo, and a 50-strong multiracial, mixed gendered national executive was elected.[0",Life,End of apartheid,Nelson Mandela,Personal Life
1992,74,"On 13 April 1992, Nelson Mandela publicly announced Nelson Mandela's separation from Winnie's.",Life,End of apartheid,Nelson Mandela,Career
1992,74,"Although criticised by socialist ANC members, Nelson Mandela had been encouraged to embrace private enterprise by members of the Chinese and Vietnamese Communist parties at the January 1992 World Economic Forum in Switzerland.",Life,End of apartheid,Nelson Mandela,Personal Life
1994,76,"With the election set for 27 April 1994, ANC began campaigning, opening 100 election offices and orchestrating People's Forums across Southern Africa at which Nelson Mandela could appear, as a popular figure with great status among black South Africans.",Life,End of apartheid,Nelson Mandela,Personal Life
1995,77,"Nelson Mandela also met with Queen Elizabeth II on Queen Elizabeth II's March 1995 state visit to South Africa's, which earned Nelson Mandela strong criticism from ANC anti-capitalists.",Life,Presidency of South Africa: 1994–1999,Nelson Mandela,Personal Life
1998,80,"In September 1998, Nelson Mandela was appointed secretary-general of the Non-Aligned Movement, who held their annual conference in Durbanthe Non-Aligned Movement, who held their annual conference in Durban's .",Life,Presidency of South Africa: 1994–1999,Nelson Mandela,Personal Life
1996,78,"In 1996, Nelson Mandela was appointed chairman of the Southern African Development Community (SADC) and initiated unsuccessful negotiations to end the First Congo War in Zaire.",Life,Presidency of South Africa: 1994–1999,Nelson Mandela,Personal Life
1998,80,"'s relationship with Graça Machel, a Mozambican political activist 27 years his junior who was the widow of former president Samora Machel had intensified; in February 1998, Nelson Mandela publicly stated that Nelson Mandela was ""in love with Graça Machel, a Mozambican political activist 27 years his junior who was the widow of former president Samora Machel"", and under pressure from TutuNelson Mandela , Nelson Mandela organised a wedding for Nelson Mandela's 80th birthday, in July 1998.",Life,Presidency of South Africa: 1994–1999,Nelson Mandela,Personal Life
1999,81,"Although opinion polls in South Africa's showed wavering support for both the government and the ANC, Nelson Mandela remained highly popular, with 80% of South Africans polled in 1999 expressing satisfaction with Nelson Mandela's performance as president.",Life,Presidency of South Africa: 1994–1999,Nelson Mandela,Personal Life
1999,81,"Nelson Mandela found such seclusion difficult and reverted to a busy public life involving a daily programme of tasks, meetings with world leaders and celebrities, and—when in Johannesburg—working with the Nelson Mandela Foundation, founded in 1999 to focus on rural development, school construction, and combating HIV/AIDS.",Life,Retirement,Nelson Mandela,Career
2001,83,"Meanwhile, Nelson Mandela was successfully treated for prostate cancer in July 2001.In 2002, Nelson Mandela inaugurated the Nelson Mandela Annual Lecture, and in 2003 the Mandela Rhodes Foundation was created at Rhodes House, University of Oxford, to provide postgraduate scholarships to African students.",Life,Retirement,Nelson Mandela,Career
2000,82,"Nelson Mandela gave the closing address at the XIII International AIDS Conference in Durban in 2000, and in 2004, spoke at the XV International AIDS Conference in Bangkok, Thailand, calling for greater measures to tackle tuberculosis as well as HIV/AIDS.",Life,Retirement,Nelson Mandela,Career
2005,87,"Nelson Mandela publicised AIDS as the cause of Nelson Mandela's son Makgatho's death in January 2005, to defy the stigma about discussing AIDS.Publicly, Nelson Mandela became more vocal in criticising Western powers.",Life,Retirement,Nelson Mandela,Career
1999,81,Nelson Mandela strongly opposed the 1999 NATO intervention in Kosovo and called the 1999 NATO intervention in Kosovo an attempt by the world's's powerful nations to police the world's.,Life,Retirement,Nelson Mandela,Personal Life
1999,81,"Nelson Mandela was more at ease with Mbeki's successor, Zuma, although the Nelson Mandela Foundation, founded in 1999 to focus on rural development, school construction, and combating HIV/AIDS was upset when Nelson Mandela's grandson, Mandla Mandela, flew Nelson Mandela out to the Eastern Cape to attend a Mbeki's successor, Zuma Mbeki's successor, Zuma rally in the midst of a storm in 2009.In 2004, Nelson Mandela successfully campaigned for South Africa to host the 2010 FIFA World Cup, declaring that there would be ""few better gifts for us"" in the year marking a decade since the fall of apartheid.",Life,Retirement,Nelson Mandela,Personal Life
2010,92,"Despite maintaining a low profile during the 2010 FIFA World Cup due to ill health, Nelson Mandela made Nelson Mandela's final public appearance during the World Cup closing ceremony, where Nelson Mandela received much applause.",Life,Retirement,Nelson Mandela,Career
2013,95,"In mid-2013, as Nelson Mandela was hospitalised for a lung infection in Pretoria, his descendants were involved in an intra-family legal dispute relating to the burial place of Nelson Mandela's children, and ultimately Nelson Mandela.In February 2011, Nelson Mandela was briefly hospitalised with a respiratory infection, attracting international attention, before being re-admitted for a lung infection and gallstone removal in December 2012.",Life,Retirement,Nelson Mandela,Career
2013,95,"After a successful medical procedure in early March 2013, a respiratory infection recurred and Nelson Mandela was briefly hospitalised in Pretoria.",Life,Retirement,Nelson Mandela,Career
2013,95,"In September 2013, Nelson Mandela was discharged from hospital, although Nelson Mandela's condition remained unstable.",Life,Retirement,Nelson Mandela,Career
2013,95,"After suffering from a prolonged respiratory infection, Nelson Mandela died on 5 December 2013 at the age of 95, at around 20:50 local time at Nelson Mandela's home in Houghton, surrounded by his family.",Life,Retirement,Nelson Mandela,Career
2004,86,"In 2004, Johannesburg granted Nelson Mandela the Freedom of Johannesburg, and in 2008 a Nelson Mandela statue was unveiled at the spot where Nelson Mandela was released from prison.",Reception and legacy,"Orders, decorations, monuments, and honours",Nelson Mandela,Career
