year,age,event,category1,category2,Name,Career/Personal Life
1918,33,"In August 1918, General Patton was placed in charge of the U.S. 1st Provisional Tank Brigade (redesignated the 304th Tank Brigade on November 6, 1918).",World War I,,General Patton,Career
1918,33,"For General Patton's leadership of the tank brigade and tank school, General Patton was awarded the Silver Star, which was later upgraded to the DSC, the citation for which reads:The President of the United States, authorized by Act of Congress, July 9, 1918, takes pleasure in presenting the Silver Star, which was later upgraded to the DSC to Colonel (Tank Corps) George Smith Patton, Jr. (ASN: 0-2605), the army, for exceptionally meritorious and distinguished services to the United Statesthe United States, in a duty of great responsibility during World War I.",World War I,,General Patton,Career
1932,47,"In addition, General Patton was also awarded the Purple Heart for General Patton's combat wounds after the Purple Heart was created in 1932.On 11 November 1918",World War I,,General Patton,Career
1920,35,"After the war, General Patton was assigned to Camp Meade, Maryland, and reverted to General Patton's permanent rank of captain on June 30, 1920, though General Patton was promoted to major again the next day.",Inter-war years,,General Patton,Career
1920,35,General Patton was given temporary duty in Washington D.C. 1920 to serve on a committee writing a manual on tank operations.,Inter-war years,,General Patton,Career
1925,40,"General Patton was temporarily appointed to the General Staff Corps in Boston, Massachusetts, before being reassigned as G-1 and G-2 of the Hawaiian Division at Schofield Barracks in Honolulu in March 1925.Patton",Inter-war years,,General Patton,Career
1937,52,"After sailing back to Los Angeles for extended leave in 1937, General Patton was kicked by a horse and fractured General Patton's leg.",Inter-war years,,General Patton,Career
1941,56,"General Patton was promoted to brigadier general on October 2, made acting division commander in November when Charles L. Scott assumed command of I Armored Corps, and on April 4, 1941, was promoted again to major general as Commanding General (CG) of the 2nd Armored Division.",World War II,,General Patton,Career
1942,57,"On January 15, 1942, a few weeks after the American entry into World War II, General Patton succeeded Charles L. Scott as commander of I Armored Corps, and the next month established the Desert Training Center in the Coachella Valley region of Riverside County in California, to run training exercises. General Patton commenced training exercises in late 1941 and continued training exercises into the summer of 1942. General Patton chose a 10,000-acre (40 km2) expanse of desert area about 50 miles (80 km) southeast of Palm Springs.",World War II,,General Patton,Career
1942,57,"Under Lieutenant General Dwight D. Eisenhower, the Supreme Allied Commander, General Patton was assigned to help plan the Allied invasion of French North Africa as part of Operation Torch in the summer of 1942.",World War II,North African campaign,General Patton,Career
1943,58,"General Patton oversaw the conversion of Casablanca, Morocco into a military port and hosted the Casablanca Conference in January 1943.On March 6, 1943, following the defeat of the U.S. II Corps by the German Afrika Korps, commanded by Generalfeldmarschall Erwin Rommel, at the Battle of Kasserine Pass, General Patton replaced Major General Lloyd Fredendall as Commanding General of the U.S. II Corps and was promoted to lieutenant general.",World War II,North African campaign,General Patton,Career
1944,59,"Because of considered, General Patton was made a prominent figure in the deception scheme Operation Fortitude during the first half of 1944.",World War II,Phantom Army,General Patton,Career
1944,59,"General Patton was ordered to keep a low profile to deceive the Germans into thinking that General Patton was in Dover throughout early 1944, when General Patton was actually training the Third Army.",World War II,Phantom Army,General Patton,Career
1945,60,"On April 14, 1945, General Patton was promoted to general, promotedGeneral Patton's 1944.",World War II,Advance into Germany,General Patton,Career
1945,60,"On June 14, 1945, Secretary of War Henry L. Stimson decided that General Patton would not be sent to the Pacific Theater of Operations but would return to Europe in an occupation army assignment.",Postwar,,General Patton,Career
1945,60,"On September 28, 1945, after a heated exchange with Eisenhower over the denazification controversy, General Patton was relieved of General Patton's military governorship.",Postwar,Relieved of command,General Patton,Career
1945,60,"Following Eisenhower's return to America to become the Chief of Staff of the Army, General Patton was appointed interim commander of US Army Europe on November 11, 1945.",Postwar,Relieved of command,General Patton,Career
1945,60,"General Patton's final media blowup occurred in September 1945, when goaded by reporters about denazification, General Patton said ""denazification would be like removing all the Republicans and all the Democrats who were in office, who had held office or were quasi-Democrats or Republicans and removing would take some time.""",Legacy,Image,General Patton,Career
