year,age,event,category1,category2,Name,Career/Personal Life
1988,25,"In 1988–1992, Michael Jordan was honored with the NBA Defensive Player of the Year and the Most Valuable Player awards, becoming the first NBA player to win the NBA Defensive Player of the Year and the Most Valuable Player awards in a career let alone season.",Player profile,,Michael Jordan,Personal Life
2001,38,"During the 2001 NBA Finals, Phil Jackson compared Michael Jordan's dominance to Shaquille O'Neal, stating: ""Michael Jordan would get fouled on every play and still have to play through every play and just clear Michael Jordan for shots instead and would rise to that occasion.""",Player profile,,Michael Jordan,Personal Life
1984,21,"Michael Jordan's talent was clear from Michael Jordan's first NBA season; by November 1984, Michael Jordan was being compared to Julius Erving.",Legacy,,Michael Jordan,Personal Life
1996,33,"Michael Jordan was named one of the 50 Greatest Players in NBA History in 1996, and selected to the NBA 75th Anniversary Team in 2021.",Legacy,,Michael Jordan,Personal Life
1996,33,"In the September 1996 issue of Sport, which was Sport's 50th-anniversary issue, Michael Jordan was named the greatest athlete of the past 50 years.Michael Jordan",Legacy,,Michael Jordan,Personal Life
2009,46,"As Michael Jordan would later explain during his induction speech in September 2009, Michael Jordan was not a fan of the Tar Heels when growing up in North Carolina but greatly admired Class of 1996 member David Thompson.",Legacy,,Michael Jordan,Personal Life
2009,46,"In September 2009, Michael Jordan was inducted into the Naismith Memorial Basketball Hall of Fame in Springfield, Massachusetts, with several former the Bulls' teammates in attendance, including Scottie Pippen, Dennis Rodman, Charles Oakley, Ron Harper, Steve Kerr, and Toni Kukoč.",Legacy,,Michael Jordan,Personal Life
2021,58,"In October 2021, Michael Jordan was named to the NBA 75th Anniversary Team.",Legacy,,Michael Jordan,Personal Life
2004,41,"Since 2004, Michael Jordan has owned Michael Jordan Motorsports, a professional closed-course motorcycle road racing team that competed with two Suzukis in the premier Superbike championship sanctioned by the American Motorcyclist Association (AMA) until the end of the 2013 season.",Post-retirement,,Michael Jordan,Career
2013,50,"Despite Michael Jordan's previous success as an endorser, Michael Jordan has made an effort not to be included in the Charlotte Bobcats (known as the Hornets since 2013)'s marketing campaigns.",Post-retirement,Charlotte Bobcats/Hornets,Michael Jordan,Career
2013,50,"A decade earlier, Michael Jordan had made a bid to become part-owner of the Charlotte Bobcats (known as the Hornets since 2013)'s original NBA team, the Charlotte Hornets, but talks collapsed when owner George Shinn refused to give Michael Jordan complete control of basketball operations.",Post-retirement,Charlotte Bobcats/Hornets,Michael Jordan,Career
2010,47,"In February 2010, it was reported that Michael Jordan was seeking majority ownership of the Charlotte Bobcats (known as the Hornets since 2013).",Post-retirement,Charlotte Bobcats/Hornets,Michael Jordan,Career
1998,35,"Journalists observed that, during the labor dispute in 1998, Michael Jordan had told Washington Wizards then-owner Abe Pollin: ""If you can't make a profit, you should sell your team.""",Post-retirement,Charlotte Bobcats/Hornets,Michael Jordan,Career
2023,60,"In 2023, Michael Jordan finalized the sale of his majority stake of the team to Gabe Plotkin and Rick Schnall, ending Michael Jordan's 13-year tenure as majority owner of the Hornets, although Michael Jordan is keeping a minority stake.",Post-retirement,Charlotte Bobcats/Hornets,Michael Jordan,Career
1991,28,"Michael Jordan has had a long relationship with Gatorade, appearing in over 20 commercials for Gatorade since 1991, including the ""Be Like Mike"" commercials in which a song was sung by children wishing to be like Michael Jordan.Nike created a signature shoe for Jordan, called the Air Jordan, in 1984.",Media figure and business interests,Endorsements,Michael Jordan,Career
2010,47,"In June 2010, Michael Jordan was ranked by Forbes as the 20th-most-powerful celebrity in the world, with $55 million earned between June 2009 and June 2010.",Media figure and business interests,Business ventures,Michael Jordan,Career
2014,51,"In June 2014, Michael Jordan was named the first NBA player to become a billionaire, after Michael Jordan increased Michael Jordan's stake in the Charlotte Hornets from 80% to 89.5%.",Media figure and business interests,Business ventures,Michael Jordan,Career
2015,52,"On January 20, 2015, Michael Jordan was honored with the Charlotte Business Journal's Business Person of the Year for 2014.",Media figure and business interests,Business ventures,Michael Jordan,Career
2019,56,"As of 2019, Michael Jordan has raised more than $5 million for The Make-A-Wish Foundation.",Media figure and business interests,Philanthropy,Michael Jordan,Career
2023,60,"In 2023, Michael Jordan donated $10 million to The Make-A-Wish Foundation for Michael Jordan's 60th birthday.",Media figure and business interests,Philanthropy,Michael Jordan,Career
2017,54,"In 2017, Michael Jordan funded two Novant Health Michael Jordan Family Clinics in Charlotte, North Carolina, by giving $7 million, the biggest donation Michael Jordan had made at the time.",Media figure and business interests,Philanthropy,Michael Jordan,Career
1997,34,The project was delayed for many years because Michael Jordan had not yet given Michael Jordan's permission for candid film of Jordan's and his teammates' off-court activities which an NBA Entertainment crew had shot over the course of the 1997–98 NBA season to be used.,Media figure and business interests,Film and television,Michael Jordan,Career
