year,age,event,category1,category2,Name
1987,45,Joe Biden raised more in the first quarter of 1987 than any other candidate.,Presidential campaigns of 1988 and 2008,1988 campaign,Joe Biden
2008,66,Joe Biden was officially nominated for vice president on August 27 by voice vote at the 2008 Democratic National Convention in Denver.[0,Vice presidential campaigns of 2008 and 2012,2008 campaign,Joe Biden
2009,67,"Having won both races, Joe Biden made a point of waiting to resign from the Senate until Joe Biden was sworn in for Joe Biden's seventh term on January 6, 2009.",Vice presidential campaigns of 2008 and 2012,2008 campaign,Joe Biden
2009,67,"On January 20, 2009, Joe Biden was sworn in as the 47th vice president of the United States.",Vice presidency (2009–2017),First term (2009–2013),Joe Biden
2009,67,"Joe Biden lost an internal debate to Secretary of State Hillary Clinton about sending 21,000 new troops to Afghanistan, but Joe Biden's skepticism was valued, and in 2009, Joe Biden's views gained more influence as Obama reconsidered Obama's Afghanistan strategy.",Vice presidency (2009–2017),First term (2009–2013),Joe Biden
2013,71,"Joe Biden was inaugurated to a second term on January 20, 2013, at a small ceremony at Number One Observatory Circle, Joe Biden's official residence, with Justice Sonia Sotomayor presiding (a public ceremony took place on January 21).Biden played little part in discussions that led to the October 2013 passage of the Continuing Appropriations Act, 2014, which resolved the federal government shutdown of 2013 and the debt-ceiling crisis of 2013.",Vice presidency (2009–2017),Second term (2013–2017),Joe Biden
2016,74,"During a second term, Joe Biden was often said to be preparing for a bid for the 2016 Democratic presidential nomination.",Vice presidency (2009–2017),Second term (2013–2017),Joe Biden
2015,73,"With Joe Biden's family, many friends, and donors encouraging Joe Biden in mid-2015 to enter the 2016 Democratic presidential nomination, and with Hillary Clinton's favorability ratings in decline at that time, Joe Biden was reported to again be seriously considering a bid for the 2016 Democratic presidential nomination and a ""Draft Joe Biden 2016"" PAC was established.",Vice presidency (2009–2017),Second term (2013–2017),Joe Biden
2019,77,"Joe Biden finally launched Joe Biden's campaign on April 25, 2019, saying Joe Biden was prompted to run because Joe Biden was worried by the Trump administration and felt a ""sense of duty"".",2020 presidential campaign,Speculation and announcement,Joe Biden
2020,78,"On August 18, 2020, Joe Biden was officially nominated at the 2020 Democratic National Convention as the Democratic Party nominee for president in the 2020 election.",2020 presidential campaign,Campaign,Joe Biden
2020,78,Joe Biden was elected the 46th president of the United States in November 2020.,2020 presidential campaign,Presidential transition,Joe Biden
2021,79,"Joe Biden was inaugurated as the 46th president of the United States on January 20, 2021.",Presidency (2021–present),Inauguration,Joe Biden
1968,26,"Joe Biden is also the first man since George H. W. Bush to have been both vice president and president, and the second non-incumbent vice president (after Richard Nixon in 1968) to be elected president.",Presidency (2021–present),Inauguration,Joe Biden
2023,81,"Joe Biden signed a deal to raise the debt limit, the Fiscal Responsibility Act of 2023 on June 3, averting a default.",Presidency (2021–present),Domestic policy,Joe Biden
2023,81,"Joe Biden blamed Russian president Vladimir Putin for the emerging energy and food crises, saying, ""Russian president Vladimir Putin's has raised the price of food because Ukraine and Russia are two of the world's's major breadbaskets for wheat and corn, the basic product for so many foods around the world's.""On February 20, 2023",Presidency (2021–present),Foreign policy,Joe Biden
2022,80,"In a September 2022 interview with 60 Minutes, Joe Biden said that U.S. forces would defend Taiwan in the event of ""an unprecedented attack"" by the Chinese, which is in contrast to the long-standing U.S. policy of ""strategic ambiguity"" toward China's and Taiwan.",Presidency (2021–present),Foreign policy,Joe Biden
2021,79,"In May 2021, during a flareup in the Israeli–Palestinian conflict, Joe Biden said, ""Joe Biden's party still supports Israel"".",Presidency (2021–present),Foreign policy,Joe Biden
2012,70,Joe Biden has supported same-sex marriage since 2012.As a senator,Political positions,,Joe Biden
2015,73,"In recent years, especially after the 2015 death of Joe Biden's elder son Beau, Joe Biden has been noted for Joe Biden's empathetic nature and ability to communicate about grief.",Public image,,Joe Biden
2018,76,"Joe Biden has a reputation for being prone to gaffes and in 2018 called Joe Biden ""a gaffe machine"".",Public image,,Joe Biden
