year,age,event,category1,category2
2016,71,"In May 2016, Aung San Suu Kyi was considered complicit in the crimes against Rohingyas in a report by Britain's International Development Committee.",Political career,State counsellor and foreign minister (2016–2021)
2018,73,"In August 2018, it was revealed that Aung San Suu Kyi would be stripped of her Freedom of Edinburgh award over Aung San Suu Kyi's refusal to speak out against the crimes against Rohingyas.",Political career,State counsellor and foreign minister (2016–2021)
2021,76,"On 1 February 2021, Aung San Suu Kyi was arrested and deposed by the Myanmar military, along with other leaders of her National League for Democracy (NLD) party, after the Myanmar military declared the November 2020 general election results fraudulent.",Political career,2021 arrest and trial
2021,76,"On 1 April 2021, Aung San Suu Kyi was charged with the fifth offence in relation to violating the official secrets act.",Political career,2021 arrest and trial
2021,76,"On 12 April 2021, Aung San Suu Kyi was hit with another charge, this time ""under section 25 of the natural disaster management law"".",Political career,2021 arrest and trial
2021,76,"On 10 May 2021, Aung San Suu Kyi was charged with corruption, the most serious charge brought against Aung San Suu Kyi, which carries a maximum penalty of 15 years' imprisonment.",Political career,2021 arrest and trial
2021,76,"On 6 December 2021, Aung San Suu Kyi was sentenced to 4 years in jail.",Political career,2021 arrest and trial
2022,77,"On 27 April 2022, Aung San Suu Kyi was sentenced to five years in jail on corruption charges.",Political career,2021 arrest and trial
2022,77,"Citing unidentified sources, the BBC reported that Aung San Suu Kyi was also moved on 22 June 2022 from house arrest, where Aung San Suu Kyi had had close companions, to solitary confinement in a specially-built area inside a prison in Nay Pyi Taw.",Political career,2021 arrest and trial
2022,77,"On 15 August 2022, sources following Aung San Suu Kyi's court proceedings said that Aung San Suu Kyi was sentenced to an additional six years' imprisonment after being found guilty on four corruption charges, bringing Aung San Suu Kyi overall sentences to 17 years in prison.",Political career,2021 arrest and trial
2022,77,"In September 2022, Aung San Suu Kyi was convicted of election fraud and breaching the state's secrets act and sentenced to a total of six years in prison for election fraud and breaching the state's secrets act, increasing Aung San Suu Kyi's overall sentence to 23 years in prison.",Political career,2021 arrest and trial
2022,77,"By 12 October 2022, Aung San Suu Kyi had been sentenced to 26 years imprisonment on ten charges in total, including five corruption charges.",Political career,2021 arrest and trial
2003,58,"In 2003, the Freedom Forum recognised Aung San Suu Kyi's efforts to promote democracy peacefully with the Al Neuharth Free Spirit of the Year Award, in which Aung San Suu Kyi was presented over satellite because Aung San Suu Kyi was under house arrest.",Related organisations,
1990,45,Aung San Suu Kyi received the Thorolf Rafto Memorial Prize in 1990.,Related organisations,
1999,54,"Aung San Suu Kyi was made an honorary free person of the City of Dublin, Ireland in November 1999, although a space had been left on the roll of signatures to symbolize Aung San Suu Kyi's continued detention.",Related organisations,
2010,65,"In 2010, Aung San Suu Kyi was given an honorary doctorate from the University of Johannesburg.",Related organisations,
2011,66,"In 2011, Aung San Suu Kyi was named the Guest Director of the 45th Brighton Festival.",Related organisations,
2012,67,"Aung San Suu Kyi started Aung San Suu Kyi's six-day visit to India on 16 November 2012, where among the places Aung San Suu Kyi visited was Aung San Suu Kyi's alma mater Lady Shri Ram College in New Delhi.",Related organisations,
1995,50,"In the John Boorman's 1995 film Beyond Rangoon, Aung San Suu Kyi was played by Adelle Lutz.",In popular culture,
2003,58,Aung San Suu Kyi underwent surgery for a gynecological condition in September 2003 at Asia Royal Hospital during Aung San Suu Kyi's house arrest.,Health problems,
2023,78,"Although a junta spokesperson claimed that Aung San Suu Kyi is in good health, since being sent back to prison in September 2023, it is reported that Aung San Suu Kyi's health is worsening and ""suffering a series of toothache and unable to eat"".",Health problems,
