year,age,event,category1,category2,Name
1920,25,"Baseball statistician Bill James pointed out that while Babe Ruth was likely aided by the change in the baseball, there were other factors at work, including the gradual abolition of the spitball (accelerated after the death of Ray Chapman, struck by a pitched ball thrown by Mays in August 1920) and the more frequent use of new baseballs (also a response to the death of Ray Chapman, struck by a pitched ball thrown by Mays in August 1920)).",Professional baseball,New York Yankees (1920–1934),Babe Ruth
2022,127,"In the offseason, Babe Ruth spent some time in Havana, Cuba, where Babe Ruth was said to have lost $35,000 (equivalent to $570,000 in 2022) betting on horse races.[0",Professional baseball,New York Yankees (1920–1934),Babe Ruth
2023,128,"Babe Ruth's 177 runs scored, 119 extra-base hits, and 457 total bases set modern-era records that still stand as of 2023.The",Professional baseball,New York Yankees (1920–1934),Babe Ruth
1922,27,"Despite his suspension, Babe Ruth was named the Yankees's new on-field captain prior to the 1922 season.",Professional baseball,New York Yankees (1920–1934),Babe Ruth
1922,27,"Babe Ruth finished the 1922 season with a career-high .393 batting average and 41 home runs, which tied Cy Williams for the most in the major-leagues that year.",Professional baseball,New York Yankees (1920–1934),Babe Ruth
1921,26,"Even so, as of September 6, Babe Ruth was still several games off Babe Ruth's 1921 pace, and going into the final series against the Senators, had only 57.",Professional baseball,New York Yankees (1920–1934),Babe Ruth
1924,29,"Tragedy struck the Yankees late in 1924 as manager Huggins died at 51 of erysipelas, a bacterial skin infection, on September 25, only ten days after Babe Ruth had last directed the Yankees.",Professional baseball,New York Yankees (1920–1934),Babe Ruth
1924,29,"an unprecedented $80,000 per year was more than 2.4 times greater than the next-highest salary 1924, a record margin as of 2019[update].In 1924, Babe Ruth hit .359 with 49 home runs (Babe Ruth's best in Babe Ruth's years after 1924) and 153 RBIs, and pitched Babe Ruth's first game in nine years, a complete game victory.",Professional baseball,New York Yankees (1920–1934),Babe Ruth
1932,37,"Nevertheless, Babe Ruth was sidelined twice because of injuries during the 1932 season.the",Professional baseball,New York Yankees (1920–1934),Babe Ruth
1929,34,"During the final game of the 1929 season, as a publicity stunt organized by the Yankees, Babe Ruth was called upon and pitched a complete game victory against the Red Sox, Babe Ruth's final appearance as a pitcher.",Professional baseball,New York Yankees (1920–1934),Babe Ruth
1924,29,"Despite unremarkable pitching numbers, Babe Ruth had a 5–0 record in five games for the Yankees, raising Babe Ruth's career totals to 94–46.In 1924, Babe Ruth played in Babe Ruth's last full season with the Yankees.",Professional baseball,New York Yankees (1920–1934),Babe Ruth
1932,37,"Babe Ruth was often spoken of as a possible candidate as managerial jobs opened up, but in 1932, when Babe Ruth was mentioned as a contender for the Red Sox position, Babe Ruth stated that Babe Ruth was not yet ready to leave the field.",Professional baseball,Boston Braves (1935),Babe Ruth
1935,40,"Insolvent like Boston Braves, Boston Braves owner Judge Emil Fuchs, who wanted Ruth as a gate attraction gave up control of Boston Braves before the end of 1935; the National League took over Boston Braves at the end of 1935.Of the 5 members in the inaugural class of Baseball Hall of Fame in 1936 (Ty Cobb, Honus Wagner, Christy Mathewson, Walter Johnson and Babe Ruth), Babe Ruth was not given an offer to manage a baseball team.",Professional baseball,Boston Braves (1935),Babe Ruth
1937,42,"Babe Ruth still hoped to be hired as a manager if Babe Ruth could not play anymore, but only one managerial position, Cleveland, became available between Babe Ruth's retirement and the end of the 1937 season.",Retirement,,Babe Ruth
1938,43,"When Babe Ruth was hired, the Dodgers general manager Larry MacPhail made it clear that Babe Ruth would not be considered for the manager's job if, as expected, Burleigh Grimes retired at the end of 1938.",Retirement,,Babe Ruth
1943,48,"During World War II, Babe Ruth made many personal appearances to advance the war effort, including Babe Ruth's last appearance as a player at Yankee Stadium, in a 1943 exhibition for the Army-Navy Relief Fund.",Retirement,,Babe Ruth
1922,27,"Before the start of the 1922 season, Babe Ruth had signed a three-year contract at $52,000 per year with an option to renew for two additional years.",Personal life,,Babe Ruth
1922,27,"After the end of the 1922 season, Babe Ruth was asked to sign a contract addendum with a morals clause.",Personal life,,Babe Ruth
1947,52,"Babe Ruth showed dramatic improvement during the summer of 1947, so much so that Babe Ruth's case was presented by The doctors at a scientific meeting, without using Babe Ruth's name.",Cancer and death (1946–1948),,Babe Ruth
1969,74,Babe Ruth was named baseball's Greatest Player Ever in a ballot commemorating the 100th anniversary of professional baseball in 1969.,Legacy,,Babe Ruth
1999,104,"In a 1999 ESPN poll, Babe Ruth was ranked as the second-greatest U.S. athlete of the century, behind Michael Jordan.",Legacy,,Babe Ruth
2018,123,"In 2018, President Donald Trump announced that Babe Ruth, along with Elvis Presley and Antonin Scalia, would posthumously receive the Presidential Medal of Freedom.",Legacy,,Babe Ruth
