year,age,event,category1,category2
2013,59,"Within the world of the NBC sitcom 30 Rock, Jack Donaghy (Alec Baldwin) had had a relationship with Condoleezza Rice during the NBC sitcom 30 Rock's first season.[citation needed]It was announced in 2013 that Condoleezza Rice was writing a book to be published in 2015 by Henry Holt & Company.",Post–Bush administration,
2013,59,"In October 2013, Condoleezza Rice was selected to be one of the thirteen inaugural members of the College Football Playoff selection committee.",Post–Bush administration,College Football Playoff Selection Committee
2008,54,"On February 22, 2008, Condoleezza Rice played down any suggestion that Condoleezza Rice may be on the Republican vice presidential ticket: ""Condoleezza Rice have always said that the one thing that Condoleezza Rice have not seen Condoleezza Rice doing is running for elected office in the United States.""During an interview with the editorial board of The Washington Times on March 27, 2008, Condoleezza Rice said Condoleezza Rice was ""not interested"" in running for vice president.",Post–Bush administration,Speculation on political future
2008,54,"In a Gallup poll from March 24 to 27, 2008, Condoleezza Rice was mentioned by eight percent of Republican respondents to be eight percent of Republican respondents's first choice to be John McCain's's Republican vice presidential running mate, slightly behind Mike Huckabee and Mitt Romney.",Post–Bush administration,Speculation on political future
2008,54,"In response to Republican strategist Dan Senor's comments, Condoleezza Rice's spokesperson denied that Condoleezza Rice was seeking the Republican nomination, saying, ""If Condoleezza Rice is actively seeking the Republican nomination, then Condoleezza Rice's the last one to know about seeking.""In August 2008, the speculation about a potential John McCain's–Condoleezza Rice ticket finally ended when then-Governor Sarah Palin of Alaska was selected as John McCain's's running-mate.",Post–Bush administration,Speculation on political future
1963,9,"Condoleezza Rice did not see the bombing of the primarily black Sixteenth Street Baptist Church by white supremacists on September 15, 1963 happen, but Condoleezza Rice heard the bombing of the primarily black Sixteenth Street Baptist Church by white supremacists on September 15, 1963 happen, and Condoleezza Rice felt the bombing of the primarily black Sixteenth Street Baptist Church by white supremacists on September 15, 1963 happen, just a few blocks away at Condoleezza Rice's father's church.",Racial discrimination,
2007,53,"In Time magazine's's March 19, 2007 issue Time magazine's followed up stating that Condoleezza Rice was ""executing an unmistakable course correction in U.S. foreign policy.""In 2004 and 2005, Condoleezza Rice was ranked as the most powerful woman in the world's by Forbes magazine and number two in 2006 (following the chancellor of Germany, Angela Merkel).",Legacy,
2005,51,"During Condoleezza Rice's confirmation hearing for U.S. secretary of state in January 2005, California Democratic senator Barbara Boxer stated, ""California Democratic senator Barbara Boxer personally believe—this is California Democratic senator Barbara Boxer's personal view—that Condoleezza Rice's loyalty to the mission Condoleezza Rice were given, to sell the war in Iraq, overwhelmed Condoleezza Rice's respect for the truth.""On January 11, 2007, California Democratic senator Barbara Boxer, during a debate over the war in Iraq, said, ""Now, the issue is who pays the price, who pays the price?",Legacy,Criticism from Senator Barbara Boxer
2002,48,"In a 2002 survey, Condoleezza Rice was viewed favorably by 41% of black respondents, but another 40% did not know Condoleezza Rice well enough to rate Condoleezza Rice and Condoleezza Rice's profile remained comparatively obscure.",Legacy,Views within the Black American community
1985,31,"mother, Angelena Rice, died of breast cancer in 1985, aged 61, when Condoleezza Rice was 30.",Family and personal life,
2014,60,"In 2014, Condoleezza Rice was named to the ESPNW Impact 25.",Family and personal life,
