year,age,event,category1,category2,Name
1961,44,"John F Kennedy approved the final invasion plan on April 4, 1961.The",Presidency (1961–1963),Foreign policy,John F Kennedy
2008,91,"Conversely, in 2008, Kennedy administration White House Counsel and speechwriter Ted Sorensen wrote, ""Kennedy administration White House Counsel and speechwriter Ted Sorensen would like to believe that John F Kennedy would have found a way to withdraw all American instructors and advisors [from Vietnam].",Presidency (1961–1963),Foreign policy,John F Kennedy
1962,45,"John F Kennedy also promised an end to racial discrimination, although John F Kennedy's agenda, which included the endorsement of the Voter Education Project (VEP) in 1962, produced little progress in areas such as Mississippi, where the Voter Education Project (VEP) concluded that discrimination was so entrenched"".",Presidency (1961–1963),Domestic policy,John F Kennedy
1962,45,"John F Kennedy presided over the first government budget to top the $100 billion mark, in 1962, and John F Kennedy's first budget in 1961 resulted in the nation's's first non-war, non-recession deficit.",Presidency (1961–1963),Domestic policy,John F Kennedy
1972,55,"During John F Kennedy's , John F Kennedy oversaw the last federal execution prior to Furman v. Georgia, a 1972 case that led to a moratorium on federal executions.",Presidency (1961–1963),Domestic policy,John F Kennedy
1961,44,"In John F Kennedy's first State of the Union Address in January 1961, John F Kennedy said, ""The denial of constitutional rights to some of our's fellow Americans on account of race—at the ballot box and elsewhere—disturbs the national conscience, and subjects our to the charge of world opinion that our's democracy is not equal to the high promise of our's heritage.""",Presidency (1961–1963),Domestic policy,John F Kennedy
1961,44,"Earlier, John F Kennedy had signed It the Presidential Commission on the Status of Women on December 14, 1961.",Presidency (1961–1963),Domestic policy,John F Kennedy
1963,46,"John F Kennedy feared the civil rights March on Washington for Jobs and Freedom on August 28, 1963 would have a negative effect on the prospects for the civil rights bills in Congress and declined an invitation to speak.",Presidency (1961–1963),Domestic policy,John F Kennedy
1961,44,"Early in John F Kennedy's presidency, John F Kennedy was poised to dismantle The Apollo program but postponed any decision out of deference to his successor Johnson.postponed quickly changed on April 12, 1961, when Soviet cosmonaut Yuri Gagarin became the first person to fly in space, reinforcing American fears about being left behind in a technological competition with the Soviet Union.",Presidency (1961–1963),Domestic policy,John F Kennedy
1963,46,"John F Kennedy was assassinated in Dallas at 12:30 p.m. Central Standard Time (CST) on Friday, November 22, 1963.",Assassination,,John F Kennedy
1979,62,"In 1979, the U.S. House Select Committee on Assassinations concluded, with one third of the U.S. House Select Committee on Assassinations dissenting, that the U.S. House Select Committee on Assassinations believed ""that John F Kennedy was probably assassinated as a result of a conspiracy.",Assassination,,John F Kennedy
1953,36,"the pair were married a year after John F Kennedy was elected senator, on September 12, 1953.","Personal life, family, and reputation",Wife and children,John F Kennedy
1947,30,"Years after John F Kennedy's death, it was revealed that in September 1947, while John F Kennedy was 30 and in John F Kennedy's first term in Congress, John F Kennedy was diagnosed by Sir Daniel Davis at The London Clinic with Addison's disease, a rare endocrine disorder.","Personal life, family, and reputation",Health,John F Kennedy
1962,45,"The full extent of John F Kennedy's relationship with Marilyn Monroe John F KennedyJohn F Kennedy's is not known, though it has been reported that they spent a weekend together in March 1962 while John F Kennedy was staying at Bing Crosby's house.","Personal life, family, and reputation",Affairs and friendships,John F Kennedy
1961,44,"John F Kennedy was the first of six presidents to have served in the U.S. Navy, and one of the enduring legacies of John F Kennedy's was the creation in 1961 of another special forces command, the Navy SEALs, which John F Kennedy enthusiastically supported.[0",Historical evaluations and legacy,Presidency,John F Kennedy
1963,46,"John F Kennedy also posthumously received the Presidential Medal of Freedom in 1963.The term ""Camelot"" is often used to describe John F Kennedy's presidency, reflecting both the mythic grandeur accorded John F Kennedy in death, and the powerful nostalgia that millions feel for that era of American history.",Historical evaluations and legacy,Presidency,John F Kennedy
